Guid,AccountId,LastName,FirstName,Salutation,OtherStreet,OtherCity,OtherState,OtherPostalCode,OtherCountry,OtherLatitude,OtherLongitude,OtherGeocodeAccuracy,MailingStreet,MailingCity,MailingState,MailingPostalCode,MailingCountry,MailingLatitude,MailingLongitude,MailingGeocodeAccuracy,Phone,Fax,MobilePhone,HomePhone,OtherPhone,AssistantPhone,ReportsToId,Email,Title,Department,AssistantName,LeadSource,Birthdate,Description,HasOptedOutOfEmail,EmailBouncedReason,EmailBouncedDate,Jigsaw,ccrz__CompanyName__c,ccrz__CompanyType__c,ccrz__DataId__c,ccrz__IsPortalUser__c,ccrz__SelfRegistered__c,Product_Areas__c
67cb3211-9ebb-4b60-8dc7-334583f2b45e,6de3dfe0-c6c2-496f-a193-b5460a313778,Staffard,Johnath,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(893) 633-7131,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+325@gmail.com,EVP & COO,#N/A,#N/A,#N/A,#N/A,"Chris Houston leads all facets of operations, including pharmacies, call centers, client services and technology services, which helps bring safe and affordable medications within reach of patients and payers.",false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
f41b98ba-ba66-4244-8d08-80fa76a21cbb,8967b4af-b583-41b8-8f4b-664b151c849e,Meredeth,Guillemette,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39 Crown Street,London,#N/A,SW6 0EP,UK,#N/A,#N/A,#N/A,86 6365 8742,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+125@gmail.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
20d37c85-7cc8-44a6-9cf1-18a202f80788,4bc4be38-5479-40fd-8ca7-57edbb2f3ae0,Prince,Gipsy,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2001 Blake Street,Denver,CO,80205,USA,#N/A,#N/A,#N/A,(735) 993-6716,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+35@gmail.com,EVP & Chief Legal Officer & Corporate Secretary,#N/A,#N/A,#N/A,#N/A,"Peter Carter has served as Delta’s Executive Vice President, Chief Legal Officer and Corporate Secretary since July 2015. As Chief Legal Officer, Peter oversees Delta’s legal and government affairs worldwide.",false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
3b162216-3ac8-4613-91f7-8b29d9581ed8,ef6ffdf2-ee88-4d14-86fa-4241b6e3590a,Orbadiah,Lucy,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,+81 725 925939,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+638@gmail.com,"Vice President, IT",#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
50287d56-0925-421b-92b9-e5575aedd62d,3f405cd8-d4a1-4006-ba55-65a2c175c053,Ignace,Nalani,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1 AT&T Way,Arlington,TX,76011,USA,#N/A,#N/A,#N/A,(744) 238-8272,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+591@gmail.com,SVP and Principal Financial Officer,#N/A,#N/A,#N/A,1980-09-06,"Originally from Washington, D.C., Andrew Swiger earned a Bachelor of Science degree in petroleum engineering from the Colorado School of Mines, prior to joining the company in 1978 as an operations engineer in Morgan City, Louisiana.",false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
59e2ed42-60f5-443a-8b59-939016d462ac,2e68b0a7-eff0-4b59-bfeb-bb3e8aabda16,Jarred,Trude,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(417)579-6039,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+313@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
39e00705-7c8c-45ce-9112-41b0f54e50d1,65f4a2d0-6045-4e23-a2d0-19bf6ee5c22b,Kristofer,Livvy,#N/A,#N/A,#N/A,#N/A,3293,#N/A,#N/A,#N/A,#N/A,88 Bailey Street,GLENTHOMPSON,VIC,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3916,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+433@gmail.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
0afb4c91-af86-4a2f-aac6-ea6dbb4aafd4,152130ef-ec19-45d2-8488-e9cebe2e6ca8,Jerrie,Adah,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100 Art Rooney Avenue,Pittsburgh,PA,15212,USA,#N/A,#N/A,#N/A,(309) 703-9727,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+823@gmail.com,Chief Legal Officer and Secretary,#N/A,#N/A,#N/A,#N/A,Bill McCanless has served as chief legal officer and secretary since 2015. He is responsible for the company’s legal function as well as advising the chairman and board of directors on corporate governance matters,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
e0f330fd-1140-4e5a-b7a6-bc2fd0373f4f,fa31c6d5-6778-438a-aa0d-960bed0f18c7,Udale,Patty,#N/A,#N/A,#N/A,#N/A,2454,#N/A,#N/A,#N/A,#N/A,26 Dalgarno Street,KALANG,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3987,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+661@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
bb2fcafb-2550-47fe-ae4f-4c15b312bf54,8f1912e4-5e5a-4b23-b460-276028d0cfca,Kylie,Mikaela,#N/A,#N/A,#N/A,#N/A,2454,#N/A,#N/A,#N/A,#N/A,88 Bailey Street,KALANG,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3940,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+508@gmail.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
a2cecc29-06ce-42ca-97ef-3769996df64e,c2cf7f1b-9cd4-4295-a680-fb47054fefa2,Leigh,Caresse,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,011 49 69 3576 6843,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+473@gmail.com,"Vice President, IT",#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
76b23734-5b73-487f-be8d-ffad8b5dab6f,7f2c696c-ee56-4728-9f3c-3af9872ef3a3,Thornton,Maris,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,24 Willie Mays Plaza,San Francisco,CA,94107,USA,#N/A,#N/A,#N/A,(809) 251-1133,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+132@gmail.com,"President, Global Fabric Care",#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
664c52dc-3a77-4fc7-bb5b-091b32ad652c,0e8fb400-9298-4982-8857-e527db5a3411,Gaylord,Renie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,202-555-0102,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+151@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
12313347-02c0-4636-b899-6fab434a1d1b,630d86e2-e0fa-41c7-a756-e7482c3661d8,Ivor,Lurette,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,011 49 69 3576 6843,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+494@gmail.com,COO,#N/A,#N/A,#N/A,1978-01-07,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
03e2c27d-f0e4-4e31-a875-99826536bf7b,78b6c820-8323-4583-aad6-7374dcef28d3,Jarad,Danni,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,97 Gordon Terrace,BARTON BENDISH,#N/A,PE33 1YD,UK,#N/A,#N/A,#N/A,73 4352 5277,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+109@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
6bae7518-69cc-45fa-8259-0fc316cb84df,0e2bb7a6-6f64-4a79-8a0f-8db473d24e8a,Temple,Paulina,#N/A,#N/A,#N/A,#N/A,2454,#N/A,#N/A,#N/A,#N/A,26 Dalgarno Street,KALANG,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4008,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+717@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
433ddef2-dae2-4d2f-a953-ff40c420f433,be1ed780-2030-475a-8789-812b175497a4,Jammal,Mable,#N/A,200 George Street,Sydney,NSW,2000,Australia,#N/A,#N/A,#N/A,200 George Street,Sydney,NSW,2000,Australia,#N/A,#N/A,#N/A,(02) 7635 8392,(02) 7635 8392,0421 325 348,#N/A,#N/A,(02) 7635 8392,#N/A,jmanningcongagdo+689@gmail.com,VP of Sales,Operations,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
cdae5305-0ede-40b6-b36c-caab0df37773,0ade794f-caa0-4ccd-a3a9-fdcee310c535,Cheston,Cathrine,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(896) 790-4797,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+396@gmail.com,Corporate Auditor,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
930507f4-ff50-44a4-ade9-154ed7ba9f64,f6e33ad7-125f-4419-9257-744885ccf513,Harcourt,Jennie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1 Titans Way,Nashville,TN,37213,USA,#N/A,#N/A,#N/A,(102) 111-5274,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+869@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,"Mr. Calantzopoulos was named Chief Executive Officer and was elected to the Board of Directors on May 8, 2013. He served as Chief Operating Officer from our spin-off on March 28, 2008 to May 8, 2013. Mr. Calantzopoulos was PMI’s President and Chief Executive Officer between 2002 and the date of the spin-off.",false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
915e228d-d08a-491d-bbb2-f26411ba9eb7,d9348175-10ed-4e3a-b812-a1a52aa3c6d3,Berti,Susana,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,New York,NY,#N/A,USA,#N/A,#N/A,#N/A,(251) 141-3114,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+771@gmail.com,Chief Legal Officer,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
f7a95f34-7c55-45e5-b68f-0de8bd8dc395,4466dc44-5087-4bcc-ace3-24be94465a2d,Ruggiero,Steffi,#N/A,348 St Kilda Road,Melbourne,VIC,3004,Australia,#N/A,#N/A,#N/A,348 St Kilda Road,Melbourne,VIC,3004,Australia,#N/A,#N/A,#N/A,(03) 6276 7738,(03) 6276 7738,0430 276 516,#N/A,#N/A,(03) 6276 7738,#N/A,jmanningcongagdo+828@gmail.com,Chief Marketing Officer,Marketing,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
aa948673-43ea-4800-8c87-e968b275f499,255b5b5e-9710-4eb7-9a06-71273fa134b7,Olivero,Indira,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4 Yawkey Way,Boston,MA,2215,USA,#N/A,#N/A,#N/A,(486) 929-5911,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+874@gmail.com,SVP & General Counsel,#N/A,#N/A,#N/A,#N/A,"Chandler joined Cisco in 1996, when Cisco acquired StrataCom, Inc., where he had been general counsel. Prior to StrataCom, he served for six years as vice president of corporate development and general counsel for Maxtor Corporation, a Fortune 500 hard disk drive manufacturer.",false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
f6cc62d4-568b-47c3-b0b2-98c054385d52,fa31c6d5-6778-438a-aa0d-960bed0f18c7,Case,Maudie,#N/A,350 Collins Street,Melbourne,VIC,3000,Australia,#N/A,#N/A,#N/A,350 Collins Street,Melbourne,VIC,3000,Australia,#N/A,#N/A,#N/A,(03) 8723 6711,(03) 8723 6711,0417 880 391,#N/A,#N/A,(03) 8723 6711,#N/A,jmanningcongagdo+733@gmail.com,Director-Accounting,Finance,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
2384fdad-023c-4ad3-8f08-f6f8121aa4af,08e76165-a151-46b9-9fb5-e10967829606,Brightdog,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(281) 293-6600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Your Lesiure Microtels is the leader in Hospitality in Houston,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
7550f95c-96ea-4c80-9f64-436fcaa727d2,5a41c845-68a3-4c3e-bfb3-9ffcc3cf1aed,Morley,Dynah,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,+41 22 343 80 14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+562@gmail.com,COO,#N/A,#N/A,#N/A,1973-12-07,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
0d733ecb-4c1a-4c0d-ae10-196b1abb6fee,b85c8e41-4a41-4618-97ea-7274a096cddf,Guilbert,Pearline,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,97 Gordon Terrace,BARTON BENDISH,#N/A,PE33 1YD,UK,#N/A,#N/A,#N/A,76 4352 5277,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+118@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
76c42341-2a12-4f0a-a9c4-7172395f62d2,9d159d30-653e-44d6-8de4-d605a8c53b66,Nev,Sidonnie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(750) 717-6044,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+337@gmail.com,Chairman and Chief Executive Officer,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
b9b3262c-3c26-4ff2-84f6-dfa98a589e26,2abf4046-f276-4323-b517-a0d3670c1c3c,Odie,Janina,#N/A,#N/A,#N/A,#N/A,3293,#N/A,#N/A,#N/A,#N/A,26 Dalgarno Street,GLENTHOMPSON,VIC,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3939,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+507@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
f0f06c5f-917d-4c8e-b46a-1d200a2930a3,9536194a-a530-46bb-b9d1-b6a5761bfa0d,Aurthur,Leanna,#N/A,#N/A,#N/A,#N/A,2347,#N/A,#N/A,#N/A,#N/A,32 Railway Street,CARODA,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3935,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+503@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
18d52dd7-92a6-44d0-a9f8-cfa29b3bb780,bf2b15a5-0457-4750-911a-c098dfd8a06c,Abbey,Georgetta,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,011 49 69 3576 6843,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+544@gmail.com,COO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
98593082-9d7b-4c11-972c-b4206c7a6b83,6ca2a317-21d5-4218-aeb1-302c1d1f8335,Valle,Robenia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(440)475-1490,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+258@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
05e43456-210f-4d78-9230-6e32669e10fd,20376e24-0923-421b-a433-13354d96ceea,Milo,Bess,#N/A,57 Clifton Dr,Bacchus Marsh,VIC,3340,Australia,#N/A,#N/A,#N/A,57 Clifton Dr,Bacchus Marsh,VIC,3340,Australia,#N/A,#N/A,#N/A,(03) 6329 8385,(03) 6329 8385,0427 173 220,#N/A,#N/A,(03) 6329 8385,#N/A,jmanningcongagdo+791@gmail.com,"VP, Purchasing",Finance,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
96a9d061-682e-4e34-b9b6-b9c1a60e07bc,c2cf7f1b-9cd4-4295-a680-fb47054fefa2,Karoly,Emmey,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,011 49 69 3576 6843,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+474@gmail.com,COO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
2f097ef3-1c93-43b2-a31a-e148fe936eae,4466dc44-5087-4bcc-ace3-24be94465a2d,Toiboid,Ardella,#N/A,#N/A,#N/A,#N/A,2454,#N/A,#N/A,#N/A,#N/A,32 Railway Street,KALANG,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3911,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+428@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
228ce586-da34-4ac1-a3a6-0397d4d650a8,9536194a-a530-46bb-b9d1-b6a5761bfa0d,Wilt,Irita,#N/A,#N/A,#N/A,#N/A,2454,#N/A,#N/A,#N/A,#N/A,88 Bailey Street,KALANG,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3934,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+502@gmail.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
ec277559-82ca-4ccb-89f1-77a32640012b,78b6c820-8323-4583-aad6-7374dcef28d3,Rutledge,Rheta,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14 Ross Road,Marple,#N/A,SK6 4HJ,UK,#N/A,#N/A,#N/A,81 0017 4455,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+108@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
5823621b-8f78-4784-bc38-f6f41698f0b4,9f6922d7-ee3a-4319-a1f0-b3be285ecaf8,Tris,Madalyn,#N/A,16 Hinterland Cr,Algester,QLD,4115,Australia,#N/A,#N/A,#N/A,16 Hinterland Cr,Algester,QLD,4115,Australia,#N/A,#N/A,#N/A,(07) 7004 7881,(07) 7004 7881,0424 175 439,#N/A,#N/A,(07) 7004 7881,#N/A,jmanningcongagdo+51@gmail.com,Account Executive,Sales,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
a49a629a-6d0a-4ba5-958e-e73cc0de66ed,cdca084d-4d35-4407-923a-8bbae659e7f2,Galen,Sal,#N/A,#N/A,#N/A,#N/A,3293,#N/A,#N/A,#N/A,#N/A,32 Railway Street,GLENTHOMPSON,VIC,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+707@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
e46a759f-3078-415e-b1fb-e123f4ac3458,11451e05-1530-484d-b88b-32af8f3e7286,Sebastien,Renate,#N/A,#N/A,#N/A,#N/A,3293,#N/A,#N/A,#N/A,#N/A,26 Dalgarno Street,GLENTHOMPSON,VIC,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3945,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+513@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
95b7e8d1-8e8c-4edd-92e0-4a9834aa745f,418f42ed-1457-49b3-8472-24339142bde0,Pepillo,Fayina,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(591) 936-6912,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+460@gmail.com,Chief Design Officer,#N/A,#N/A,#N/A,#N/A,"Jony is responsible for all design at Apple, including the look and feel of Apple hardware, user interface, packaging, major architectural projects such as Apple Park and Apple’s retail stores, as well as new ideas and future initiatives.",false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
f4dbef8e-c386-4352-8c3f-e2dc4c00419a,da1fd66f-5dd6-4077-8f47-0dee2179f7cf,Fee,Giacinta,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(440)475-1490,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+308@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
247f03ce-c5ea-4656-8c02-00e8bc765cd1,274850bc-452c-4d42-b16e-c3aea6029a0c,Sly,Lucila,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(581) 804-2887,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+285@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,"Alain Monié is the chief executive officer of Ingram Micro Inc., a leader in delivering the full spectrum of global technology and supply-chain solutions to businesses around the world.",false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
1e9c3e8e-27ba-4117-9433-1e3e56752a24,73f4a7dd-238e-4b8a-a412-8a972076b2ae,Darb,Milena,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(402)952-5051,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+368@gmail.com,CTO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
9dda8b8e-346b-4d36-b0c5-c77ad73e50db,815e95b2-4c4d-4186-9696-2a28e36640ba,X,Luda,Ms.,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,123456,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
2d26ae2a-3a52-4d88-b028-43b24ab88300,cc4a551d-9b1e-436c-8750-9d01a7474ff8,Sterling,Louisa,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14 Ross Road,Marple,#N/A,SK6 4HJ,UK,#N/A,#N/A,#N/A,078 0017 4455,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+59@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
e092f1f6-d691-4cf0-b876-bf4b365fd69f,1df58053-de10-4ef3-8c4a-038ec63972dd,Ban,Giselle,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,+81 725 925939,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+684@gmail.com,"Vice President, IT",#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
